"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7.  It was a Windows Vista Laptop, model Inspiron 1525.  Two and a half years later, I got a Toshiba Satellite laptop with Windows 7.  Unfortunately, after only one year the casing started to split. ","(I; got; first computer), (I; was; 7), (first computer; was; Windows Vista Laptop), (first computer; was; Inspiron 1525), (I; got; Toshiba Satellite laptop), (Toshiba Satellite laptop; had; Windows 7), (Toshiba Satellite laptop; started to split within; a year)"
"Hardwick Court Farm is a large farm in Chertsey, Surrey and was first established during the Saxon period. ","Hardwick Court Farm is located in Chertsey, Surrey.  It was first established during the Saxon period.  It is a large farm. ","(Hardwick Court Farm; located_in; Chertsey; Surrey), (Hardwick Court Farm; established_during; Saxon period), (Hardwick Court Farm; is; large farm)"
"He has opened a laboratory of ceramics in Umbria, operating between art and craft, he does personal exhibitions, especially in Holland, and participates in numerous collectives. ","He has opened a ceramics laboratory in Umbria.  He works between art and craft.  He does personal exhibitions, mainly in Holland.  He often takes part in collective events. ","(laboratory of ceramics; located in; Umbria), (He; opened; a laboratory of ceramics), (He; operates; between art and craft ), (He; does; personal exhibitions), (He; participates in; numerous collectives)"
"He is an international speaker and writer, 24 of his books have been published. ",He is a renowned speaker and writer. 24 of his books have been published. ,"(He; is; an international speaker), (He; is a; writer), (He; has published; 24 books)"
"He received his BA from the University of Chicago in 1989, and his PhD in 1993 at UCLA where his advisor was Basil Gordon. ","He obtained a BA from the University of Chicago in 1989. In 1993, he earned a PhD from UCLA, mentored by Basil Gordon. ","(He; received; BA), (BA; recieved from; University of Chicago), (BA; recieved in; 1989), (He; received; PhD), (PhD; recieved from; UCLA), (PhD; recieved in; 1993)"
"He was allowed to return to South Africa in 1919, to the house his daughter, Emily Booth, had built some considerable distance from Cape Town, which discouraged him from any active involvement in African affairs. ",He was permitted to go back to South Africa in 1919. His daughter Emily Booth had constructed a house quite far away from Cape Town. This location discouraged him from participating in any African matters. ,"(He; allowed to return; South Africa), (Emily Booth; built; house), (Some considerable distance; discouraged; active involvement)"
"Her Federal trial began in 1996, and in September 1996 she was convicted of federal charges of tax evasion and sentenced to 37 months in prison. ","Her Federal trial started in 1996.  In September of the same year, she was found guilty of not paying taxes and was sentenced to 37 months in prison. ","(Her Federal trial; began; in 1996), (She; convicted of; federal charges of tax evasion), (She; sentenced to; 37 months in prison)"
"Hotaru is a hero from the realm of Seido or Orderrealm, and devotes himself to preserving law and order at any cost, so much so that he could be described as a zealot. ",Hotaru is a hero from Seido or Orderrealm.  He is devoted to preserving law and order.  He is so dedicated that he could be called a zealot. ,"(Hotaru; be; hero), (Hotaru; preserve; law and order), (Hotaru; be; zealot)"
"However, established New England political interests feared the growth of the West and a majority in the Federalist Party opposed the purchase. ",Established New England political interests were against the growth of the West.  The Federalist Party majority opposed the purchase. ,"(Established New England political interests; feared; growth of the West), (A majority in the Federalist Party; opposed; purchase)"
"However, in the end McDuff opted to use a piece of broomstick from his car, he choked Sullivan, and then he and Green dumped her body in some bushes. ",McDuff chose a piece of broomstick from his car. He used it to choke Sullivan. He and Green disposed of her body in some bushes. ,"(McDuff; chose; piece of broomstick), (McDuff; choked; Sullivan), (McDuff; dumped; body in some bushes), (Green; dumped; body in some bushes)"
Hundreds of soldiers stand in front of the palace and fire randomly into the crowd. ,Hundreds of soldiers are at the palace. They are firing randomly into the crowd. ,"(Hundreds of Soldiers; are at; place), (soldiers; firingn randomly into; crowd)"
"In 1179, Waldo and one of his disciples went to Rome where they were welcomed by Pope Alexander III, and the Roman Curia. ","In 1179, Waldo travelled to Rome with one of his disciples.  Pope Alexander III and the Roman Curia welcomed them warmly upon their arrival. ","(Waldo; went in; 1179), (Waldos disciple; went in; 1179), (Waldo; went to; Rome), (disciple; went to; Rome), (Pope Alexander III; welcomed; Waldo), (Pope Alexander III; welcomed; Waldos disciple), (Roman Curia; welcomed; Waldo), (Roman Curia; welcomed; Waldos disciple)"
In 1827 the Cliff Bridge opened improving access and was a foretaste of ambitious plans ahead. ,"In 1827, the Cliff Bridge opened.  This improved access and was a sign of ambitious plans for the future. ","(Cliff Bridge; opened in; 1827), (Cliff Bridge; improved; access), (Cliff Bridge; was; a foretaste of ambitious plans ahead), (Cliff Bridge; opened ; improving access), (Cliff Bridge; was; foretaste of ambitious plans)"
In 1940 the Monument was destroyed by the Nazis following German invasion of Poland and was not to be seen in the Square until its restoration in 1955. ,"In 1940, the Nazis destroyed the Monument after they invaded Poland.  The Monument was not visible in the Square until 1955 when it was restored. ","(The Monument; was destroyed; in 1940), (Nazis; destroyed; The Monument), (The Monument; was not visible; until its restoration), (its restoration; happened; 1955)"
"In 1989, psychiatry professor John Olney reported ketamine caused irreversible changes in two small areas of the rat brain, which, however, has significant differences in metabolism from the human brain, so may not occur in humans. ","In 1989, John Olney, a psychiatry professor, reported that ketamine caused irreversible changes in two small areas of the rat brain.  However, the metabolism of the human brain is significantly different from the rat brain, so it is possible that similar effects may not occur in humans. ","(John Olney; reported; ketamine caused irreversible changes in two small areas of the rat brain in 1989), (It; is not known; if the changes occur in humans)"
"In January 1914, the French Army had 47 divisions, composed of 777,000 French troops and 47,000 colonial troops, organized into 21 regional corps, along with attached cavalry and field artillery. ","In January 1914, the French Army had 47 divisions. These divisions were composed of 777000 French troops and 47000 colonial troops. The troops were organized into 21 regional corps. Cavalry and field artillery were also attached. ","(47 division; composed of; 777000 French Troops), (47 divisions; composed of; 47000 colonial troops), (French Army; had; 47 divisions), (French Army; attached with; cavalry), (French Army; attached with; field artillery), (French troops; composed of; 777000), (Colonial troops; composed of; 47000), (Troops; organized into; 21 regional corps)"
"In the following week, J and Linda get married in Mexico, and on the day of their wedding they come back to their house. ",J and Linda will be getting married in Mexico in the upcoming week. They will return to their house on the day of their wedding. ,"(J; get married to; Linda), (Linda; get married to; J), (J; come back to; their house), (Linda; come back to; their house), (J; have wedding day in; Mexico), (Linda; have wedding day in; Mexico)"
"In theory, a run down the hill would consist of straight sections across the hill, followed by sharp turns to the complementary angle, as if the skier is being reflected from the edges of the run. ","A run down the hill would involve skiing in a straight line across the hill, then turning sharply at the edges to the opposite angle.  It is almost as if the skier is being reflected. ",(Run; consists of; straight sections and sharp turns)
"It was founded in 1994 by Kevin Wentworth Preston and is based in the village of Pinkney near Malmesbury, Wiltshire, an area of England known as the Cotswolds. ","Kevin Wentworth Preston founded the business in 1994.  It is located in the village of Pinkney near Malmesbury, Wiltshire.  This area is known as the Cotswolds in England. ","(It; founded in; 1994), (It; founded by; Kevin Wentworth Preston), (It; based in; village of Pinkney), (It; based near; Malmesbury; Wiltshire), (It; is located in; Cotswolds), (Kevin Wentworth Preston; founded; It), (area of England; known as; Cotswolds)"
"It was founded in 1999 by Anshu Gupta, who left his a corporate job to start the organisation in Sarita Vihar, New Delhi. ","Anshu Gupta founded the organisation in 1999.  He left his corporate job to do this.  It was set up in Sarita Vihar, New Delhi. ","(Anshu Gupta; found in; organisation), (Anshu Gupta; left; corporate job), (organisation; founded in; Sarita Vihar; New Delhi)"
La Gloria is a municipality of the Department of Cesar located in the Southeastern part of the Department of Cesar in Colombia. ,La Gloria is a municipality in Colombia. It is situated in the southeastern part of the Department of Cesar. ,"(La Gloria; located in; Department of Cesar), (La Gloria; is municipality of; Department of Cesar), (La Gloria; is in; Colombia)"
"Local folklore claims that the town has a very unusual and unique feature, a stream running along either side of Fore Street, one of which eventually flows into the Bristol Channel and the other eventually reaches the English Channel. ",Local folklore claims that the town has an unusual feature.  A stream runs along either side of Fore Street in the town.  The first stream flows into the Bristol Channel.  The other stream reaches the English Channel. ,"(town; has; unusual feature), (local folklore; claims; stream), (local folklore; claims; unusual feature)"
"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ",Long Yun was an ethnic Yi General.  He was later appointed to be Governor of Yunnan.  He was also a cousin of Lu Han. ,"(Long Yun; was; an ethnic Yi General), (Long Yun; became; Governor of Yunnan), (Long Yun; was a cousin of; Lu Han)"
LSSU finished second in the CCHA and in the 1989 NCAA Tournament they lost to eventual national champion Harvard in the quarterfinals. ,"LSSU placed second in the CCHA. In 1989, they lost to Harvard in the quarterfinals of the NCAA Tournament. Harvard went on to become the National Champions. ","(LSSU; Finished Second in; CCHA), (LSSU; lost to; Harvard), (Harvard; won; national championship)"
"Mantell was born in Bridgwater, Somerset, and studied at the University of Bath. ","Mantell was born in Bridgwater, Somerset.  He studied at the University of Bath. ","(Bridgwater; located in; Somerset), (Mantell; born in; Bridgwater; Somerset), (Mantell; studied at; University of Bath)"
"Masood was known to police due to a number of prior criminal convictions, the oldest conviction was criminal damage in 1983 and the most recent was knife possession in December 2003. ",Masood was already well known to police because of his criminal history.  His oldest conviction was for criminal damage in 1983.  His most recent conviction was for knife possession in December 2003. ,"(Masood; had first conviction; criminal damage), (Masood; had most recent conviction; knife possession), (Masood; had conviction in; 2003)"
Mr Justice Sayed Zahid Hussain has taken oath as a Chief Justice of the Lahore High Court. ,Mr Justice Sayed Zahid Hussain has become the Chief Justice of the Lahore High Court.  He took an oath to serve this position. ,"(Mr Justice Sayed Zahid Hussain; take an oath as; Chief Justice of the Lahore High Court), (He, took oath to; server this position)"
Mussolini even had his sights set on the former German colony of Cameroon and a territorial corridor connecting that territory to Libya. ,Mussolini had plans to acquire the former German colony of Cameroon.  He also wanted to create a link between Libya and Cameroon. ,"(Mussolini; wanted; Cameroon), (Mussolini; wanted; corridor to Libya), (Mussolini; wanted to control; Cameroon), (Mussolini; wanted to create; passageway), (Mussolini; wanted to take over; Cameroon), (Mussolini; had ambitions to gain; Cameroon), (Mussolini; had ambitions to gain; route linking it to Libya)"
Navigation has long been a traditional human activity on the Coral Sea and there are 10 major ports on the Queensland coast alone. ,Navigation is a longstanding human practice in the Coral Sea. There are 10 major ports on the Queensland coast. ,"(Navigation; is a; traditional human activity), (traditional human activity; has been on; Coral Sea), (Coral Sea; has; 10 major ports on the Queensland coast)"
"Nisbet married Isabella Frances Fairweather in 1875 and died in London on 1 April 1899, following a longer term lung infection, and was survived by his wife and two children. ",Nisbet married Isabella Frances Fairweather in 1875. He died in London on 1 April 1899 due to a long-term lung infection. He was survived by his wife and two children. ,"(Nisbet; married; Isabella Frances Fairweather), (Nisbet; died; London), (Nisbet; had; long-term lung infection), (Nisbet; survived by; wife), (Nisbet; survived by; two children)"
"NPAS2 is paralogous to CLOCK, a key protein involved in the maintenance of circadian rhythms in mammals, and its role in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. ",NPAS2 is similar to the CLOCK protein.  CLOCK is important for circadian rhythms in mammals.  Its purpose in the brain is believed to be as a creator and sustainer of mammalian circadian rhythms. ,"(NPAS2s role; is thought to be as; a generator of mammalian circadian rhythms), (NPAS2s role; is thought to be as; a maintainer of mammalian circadian rhythms), (CLOCK; is a; key protein), (NPAS2; is paralogous to; CLOCK), (CLOCK; plays a key role in; maintaining mammalian circadian rhythms), (NPAS2; is thought to generate and maintain; mammalian circadian rhythms)"
Palladio Film is an International production company based in Cologne and London that specializes in feature films and documentaries. ,Palladio Film is a production company.  It is based in Cologne and London.  Their focus is on feature films and documentaries.  They operate on an international level. ,"(Palladio Film; is; International production company), (Palladio Film; is based in; Cologne), (Palladio Film; is based in; London), (Palladio Film; specialize; feature films), (Palladio Film; specialize; documentaries)"
"Parke played for powerhouse youth club FC Delco, and played four years of college soccer at Drexel University, before being drafted by the MetroStars with 60th and last overall pick of the 2004 MLS SuperDraft. ","Parke played for FC Delco, a powerhouse youth club.  He played four years of college soccer at Drexel University.  The MetroStars drafted him in 2004 with the 60th and last overall pick of the MLS SuperDraft. ","(Parke; played for; FC Delco), (Parke; played; four years of college soccer), (Parke; was drafted by; Metrostars)"
"Prior to the start of the 2009 season with the Bayhawks, Hubbard suffered a back injury and was unable to play the 2009 season and has not played in the MLL since. ","Prior to the 2009 season with the Bayhawks, Hubbard suffered a back injury.  This injury prevented him from playing the 2009 season.  He has not played in the MLL since then. ","(Hubbard; was going to play with; the Bayhawks), (Hubbard; has not played in; the MLL), (Hubbard; suffered; back injury), (Hubbard; unable to play; 2009 season)"
"Referee Toby Irwin seemed oblivious to what was occurring and by the time Irwin finally stopped the fight, Campbell collapsed to the canvas. ","Toby Irwin was unaware of what was happening.  Eventually, he stopped the fight.  Campbell fell to the ground. ","(Campbell; collapsed to; the canvas), (Toby Irwin; is a; referee), (Toby Irwin; was unaware of; situation), (Toby Irwin; ended; fight)"
Sampras went on to win the match in four sets and announced his retirement from the game at 2003 US Open. ,Sampras won the match in four sets.  He announced his retirement from the game at the 2003 US Open. ,"(Sampras; Announced Retirement at; 2003 US Open), (Sampras; won; match), (Sampras; announced; retirement)"
"Sellers was born in Santa Monica, California, grew up in New York City before moving to Rome. ","Sellers was born in Santa Monica, California.  He grew up in New York City. He later moved to Rome. ","(Sellers; born in; Santa Monica; California), (Sellers; grew up; New York City), (Sellers; moved to ; Rome)"
"She used it to burst out of the tanker, destroying any White Whale members that were near, and to form giant robotic suits of armour around herself and her teammates. ",She used it to escape from the tanker.  It destroyed any White Whale members that were near.  It formed giant robotic suits of armour around her and her teammates. ,"(She; used; it), (it; helped to escape; tanker), (it; destroyed; White Whale members), (it, formed, giant robotic suit around her), (it, formed, giant robotic suit around her teammates)"
"She walked out on their wedding, and she currently is single and holds intense anger towards Richard for ruining their wedding, and also became furious to learn she is pregnant, even though Richard told her he got a vasectomy. ",She abandoned their wedding.  She is now single and very angry with Richard.  She was enraged when she found out she was pregnant despite Richard's vasectomy. ,"(She; walked out on; their wedding), (She; is currently; single), (She; holds intense anger towards; Richard), (Richard; ruined; their wedding), (She; became furious to learn; she is pregnant), (Richard; told; her), (Richard; got; a vasectomy)"
"She was born in Los Angeles, California, grew up in Garden Grove, California, and attended California State University, Fullerton. ","She was born in Los Angeles, California.  She grew up in Garden Grove, California.  She attended California State University, Fullerton. ","(She; born in; Los Angeles), (She; born in; California), (She; grew up; Garden Grove), (She; grew up; California), (She; attended; California State University)"
Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,"He has been a full professor at ETH Zurich since 2003. Since 2009, he has been the Director of the Institute for Mathematical Research at ETH. ","(He; is Director; since 2009), (Institute for Mathematical Research; located at; ETH Zurich), (He; is full professor at; ETH Zurich), (He; is Director of; Institute for Mathematical Research), (He; is full professor; since 2003 ), (He;is director ;since 2009 )"
"The airfield at Duxford is now home to a large number of remarkable and unique aircraft, possibly one of the most significant collections in the UK. ",Duxford airfield is now a home to many special and rare aircrafts.  This may be one of the most important collections in the United Kingdom. ,"(Duxford airfield houses; has; remarkable collection of aircraft), (Duxford airfield; is now home to; many unique aircraft)"
"The Awards is an exciting annual program founded by Ghanaian DJ and Radio presenter, Merqury Quaye. to foster the development of the Ghana music industry by rewarding and celebrating Radio, Mobile and Club DJs. ","The Awards is an annual event initiated by Ghanaian DJ and Radio presenter, Merqury Quaye.  Its purpose is to encourage the growth of Ghana music industry.  It recognises and honours Radio, Mobile, and Club DJs. ","(Merqury Quaye; is a; Ghanaian DJ and Radio presenter), (The Awards; fosters; the development of the Ghana music industry), (Merqury Quaye; is a; Ghanaian DJ), (Merqury Quaye; is a; Ghanaian Radio presenter), (Merqury Quaye; is from; Ghana), (The Awards; is from; Ghana), (Merqury Quaye; founded; The Awards), (The Awards; is; annual program), (The Awards; rewards; Radio DJs), (The Awards; rewards; Mobile DJs), (The Awards; rewards; Club DJs), (The Awards; celebrates; Radio DJs), (The Awards; celebrates; Mobile DJs), (The Awards; celebrates; Club DJs)"
"The cecum is a pouchlike structure of the colon, located at the junction of the small intestine and the large intestine. ",The cecum is part of the colon.  It is shaped like a pouch.  It is situated at the point where the small intestine meets the large intestine. ,"(The cecum; is located at; the junction of the small intestine and the large intestine), (The cecum; is located; at the junction of small and large intestine), (The cecum; is; pouchlike structure), (The cecum; is part of; colon)"
"The Council was officially registered in India and its headquarters is in New Delhi, India. ","The Council was recognized by the Indian government.  Its headquarters is located in New Delhi, India. ","(The Council; registered in; India), (The Council; headquarters is; New Delhi), (The Council; officially registered in; India)"
The Dark Knight is an enclosed steel roller coaster that is currently operating at Six Flags Great Adventure. ,The Dark Knight is a steel roller coaster.  It is located at Six Flags Great Adventure.  It is currently in operation. ,"(The Dark Knight; is; steel roller coaster), (The Dark Knight; is operating at; Six Flags Great Adventure)"
"The exhaust gases could not be allowed to cool below a certain temperature, as there was a risk of the sulphur and nitrogen oxides in the flue gases condensing and forming acids which could have damaged the ID Fans. ",The exhaust gases had to stay above a certain temperature.  This was to prevent the sulphur and nitrogen oxides in the flue gases condensing and forming acids.  These acids could have damaged the ID Fans. ,"(Exhaust gases; must not be cooled below; a certain temperature), (The risk of sulphur and nitrogen oxides; condensing; is present), (Acids; could damage; ID Fans)"
"The film starts in a room full of bomb making material and newspaper articles about LTTE bombings in Sri Lanka, the screen then cuts to a typical busy morning in Colombo. ",The film begins with a room full of bomb making components and newspaper clippings about LTTE bombings in Sri Lanka.  The next scene shows a typical morning in Colombo. ,"(room; filled; bomb-making material), (screen; cuts to; typical morning in Colombo), (film; starts; room)"
"The games sold over 60,000 copies by February, but by April the games sold over 100,000 copies. ","The games sold over 60,000 copies in February. By April, the games had sold over 100,000 copies. ","(games; sold; 60; 000 copies), (games; sold; 100; 000 copies)"
"The inaugural Principal was Mr Reidal who managaed the school from 1953 to 1956, the next principal was Bill Walker who served from 1957 to 1959. ","Mr Reidal was the first Principal, managing the school from 1953 to 1956. Bill Walker was the next Principal, serving from 1957 to 1959. ","(Mr Reidal; was; the inaugural Principal), (Mr Reidal; managed; the school), (Mr Reidal; served from; 1953), (Mr Reidal; served until; 1956), (Bill Walker; followed; Mr Reidal), (Bill Walker; was; the next principal), (Bill Walker; managed; the school), (Bill Walker; served from; 1957), (Bill Walker; served until; 1959)"
"The Pechenegs fought as waves of horse archers, firing arrows continuously, and relying on their wagon laager as a rallying point and last defence. ",The Pechenegs fought as horse archers.  They shot arrows without stopping.  They used their wagon laager for safety.  It was a place for them to regroup and be their last line of defense. ,"(Pechenegs; fought; horse archers), (Pechenegs; relied on; wagon laager), (wagon laager; served as; rallying point), (wagon laager; served as; last defence)"
"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","The process of implanting medical devices can lead to complications.  This is the same as with most other types of invasive medical procedures.  Possible complications include infection, inflammation, and pain. ","(invasive medical procedure; can cause; infection), (invasive medical procedure; can cause; inflammation), (invasive medical procedure; can cause; pain), (infection; is a; medical complication), (inflammation; is a; medical complication), (pain; is a; medical complication), (Implantation of medical devices; are subject to; complications), (Medical device implantation Process; subject to; Similar complications as other invasive medical procedures), (Implantation of medical devices; Can cause; infection), (Implantation of medical devices; Can cause; inflammation), (Implantation of medical devices; Can cause; pain), (Invasive medical procedures; Have; complications)"
"The series is created by Catharina Ledeboer, produced by Viacom International, and executive produced by Tatiana Rodriguez. ",Catharina Ledeboer created the series. Viacom International is the production company. Tatiana Rodriguez is the executive producer. ,"(Catharina Ledeboer; created; series), (Viacom International; produced; series), (Tatiana Rodriguez; is executive producer of; series)"
"The United States presidential election of 1876 was the 23rd quadrennial presidential election, held on Tuesday, November 7, 1876. ","The United States held its 23rd presidential election on Tuesday, November 7, 1876.  This election was called the 1876 quadrennial presidential election. ","(1876 presidential election; took place on; Nov 7th), (1876 presidential election; was the 23rd quadrennial presidential election in America; True), (US; held a presidential election in; 1876), (1876 presidential election; date of; Nov 7th)"
"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ",The two Division Series winners competed in the 2005 National League Championship Series.  The winner of the National League Championship Series became the National League champion.  The National League champion then faced the American League champion in the 2005 World Series. ,"(The Division Series; had; two winners), (The two winners; met in; the 2005 National League Championship Series), (the National League champion and the American League champion; played at; the 2005 World Series), (National League champion; faced; American League champion)"
"Then the result only says that it would be better if low utility people had not existed, a statement with little bearing on practical morals. ",The result implies that it would be better if low utility people had not existed.  This statement has little impact on practical morality. ,
"There were rumours of a few scenes of love between Alauddin and Padmini in this film, which led to protests from a Rajput caste organization called Shri Rajput Karni Sena, whose members accused Bhansali of distorting history. ","Rumours suggested that Alauddin and Padmini shared some romantic scenes in the movie. A Rajput caste organization, Shri Rajput Karni Sena, protested against this, claiming Bhansali was distorting history. ","(Alauddin and Padmini; rumoured to have; a few scenes of love), (a few scenes of love; in; this film), (Shri Rajput Karni Sena; is a; Rajput caste organization), (Shri Rajput Karni Sena; sparked protests against; Bhansali), (Members of Shri Rajput Karni Sena; accused; Bhansali of distorting history)"
These converts to Catholicism fled the Spanish Inquisition and came to live in the New World where they intermarried with the Native Americans and old Christians who populated the American Southwest. ,"The Spanish Inquisition drove some people to convert to Catholicism.  They fled and came to the New World.  There, they married Native Americans and those already living there (the old Christians).  This population was in the American Southwest. ","(They; fled; Spanish Inquisition), (They; came to live; New World), (They; intermarried; Native Americans), (They; intermarried; Old Christians), (American Southwest; was populated by; these groups)"
"This condition is termed post orgasmic illness syndrome or POIS, and it was discovered that this stemmed from an allergy to their own semen, its effects could be cured using hyposensitization therapy or allergen immunotherapy. ",This condition is known as Post Orgasmic Illness Syndrome (POIS).  It was found to be caused by an allergy to one's own semen.  Hyposensitization therapy or allergen immunotherapy can be used to cure its effects. ,"(Hyposensitization therapy; can cure; effects of POIS), (Allergen immunotherapy; can cure; effects of POIS), (Post orgasmic illness syndrome; is called; POIS)"
"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations. ",This upgrade will reduce cost and increase flexibility.  Any manufactured CBC can be configured with zero to four solid boosters.  The standardized CBC will cause slight performance loss for most medium configurations. ,"(zero solid boosters; up to; four solid boosters), (slight performance loss; for; most medium configurations), (This upgrade; reduce; cost ), (This upgrade; increase; flexibility ), (Any manufactured CBC; configured for; zero to four solid boosters), (The standardized CBC; necessitate; slight performance loss)"
"This was the 56th running of the Daytona 500, the most prestigious race in all of NASCAR. ",This was the 56th Daytona 500.  It is the most prestigious race in NASCAR. ,(The Daytona 500 ; is; the most prestigious race in NASCAR)
"Together with James, she compiled crosswords for several newspapers and magazines, including People, and it was in 1978 that they launched their own publishing company. ","She compiled crosswords for several newspapers and magazines, including People, with James.  In 1978, they launched their own publishing company. ","(They (she and James); worked for; People magazine), (They (she and James); compiled; crossword), (They (she and James); launched; publishing company), (They (she and James); worked for; newspapers and magazines), (Publishing Company; launched in; 1978)"
Tracy was born in Cincinnati has lived in Ohio all her life and attended Colerain High School. ,Tracy was born in Cincinnati. She has lived in Ohio her whole life. She attended Colerain High School. ,"(Tracy; born in; Cincinnati), (Tracy; live in; Ohio), (Tracy; attend; Colerain High School)"
Two of the boatmen are hanged but Morse does not believe that they were the perpetrators. ,Two boatmen were hanged. Morse did not think they were the ones responsible. ,"(Two boatmen; were; hanged), (Morse; does not believe; boatmen were the perpetrators)"
"Vidal taught aeronautics at West Point and was one of the first Army Air Corps pilots, being later one of the pioneers in the commercial aviation industry. ",Vidal taught aeronautics at West Point. He was one of the first Army Air Corps pilots. He later became a pioneer in the commercial aviation industry. ,"(Vidal; taught; aeronautics), (Vidal; was; one of the first Army Air Corps pilots), (Vidal; was; a pioneer in the commercial aviation industry)"
"When they find Manson, Peter punches him in the face and Lois accuses him for destroying their son with his songs. ",They find Manson. Peter punches him in the face. Lois accuses him of destroying their son with his songs. ,"(Peter; punched; Manson), (Lois; accused; Manson), (They; found; Manson)"
"While adolescents strive for their freedoms, the unknowns to parents of what their child is doing on social media sites is a challenging subject, due to the increasing amount of predators on social media sites. ",Adolescents are eager to gain their freedoms.  Parents struggle to stay up-to-date with their children's activities on social media sites.  This is an increasingly difficult task due to the presence of predators on such platforms. ,"(parents; challenged by; unknowns of their children activity on social media sites), (the unknowns to parents of what their child is doing on social media sites; is a; challenging subject), (parents; unknown; childrens activity on social media sites), (Adolescents; strive for; their freedoms), (Predators; increasingly present on; social media sites)"
